------------------------------------------------------	O
.	O
The	O
following	O
report	O
summarizes	O
West	B-DIS
Nile	I-DIS
virus	I-DIS
-LRB-	O
WNV	B-DIS
-RRB-	O
surveillance	O
data	O
reported	O
to	O
CDC	O
through	O
ArboNET	O
verified	O
by	O
states	O
jurisdictions	O
as	O
of	O
Tue	O
13	O
Nov	O
2001	O
.	O
During	O
the	O
week	O
of	O
Wed	O
7	O
to	O
Tue	O
13	O
Nov	O
2001	O
,	O
3	O
human	B-VIC
cases	I-VIC
of	O
WNV	B-DIS
encephalitis	I-DIS
or	I-DIS
meningitis	I-DIS
were	O
reported	O
from	O
New	O
York	O
-LRB-	O
2	O
-RRB-	O
Louisiana	O
-LRB-	O
1	O
-RRB-	O
.	O
During	O
the	O
same	O
period	O
,	O
WNV	B-DIS
infections	I-DIS
were	O
reported	O
in	O
266	O
crows	B-VIC
,	O
15	O
other	I-VIC
birds	I-VIC
,	O
6	O
horses	B-VIC
.	O
A	O
total	O
of	O
17	O
WNV-positive	O
mosquito	O
pools	O
was	O
reported	O
from	O
2	O
jurisdictions	O
-LRB-	O
Pennsylvania	O
District	O
of	O
Columbia	O
-RRB-	O
.	O
During	O
2001	O
,	O
a	O
total	O
of	O
45	B-VIC
human	I-VIC
cases	I-VIC
of	O
WNV	B-DIS
encephalitis	I-DIS
or	I-DIS
meningitis	I-DIS
has	O
been	O
reported	O
from	O
New	O
York	O
-LRB-	O
12	O
-RRB-	O
,	O
Florida	O
-LRB-	O
10	O
-RRB-	O
,	O
Connecticut	O
-LRB-	O
6	O
-RRB-	O
,	O
Maryland	O
-LRB-	O
6	O
-RRB-	O
,	O
New	O
Jersey	O
-LRB-	O
6	O
-RRB-	O
,	O
Pennsylvania	O
-LRB-	O
3	O
-RRB-	O
,	O
Georgia	O
-LRB-	O
1	O
-RRB-	O
,	O
Louisiana	O
-LRB-	O
1	O
-RRB-	O
.	O
Among	O
these	O
45	B-VIC
cases	I-VIC
,	O
24	O
-LRB-	O
53	O
%	O
-RRB-	O
were	O
in	O
men	O
;	O
the	O
median	O
age	O
was	O
70	O
years	O
-LRB-	O
range	O
:	O
36	O
to	O
90	O
years	O
-RRB-	O
;	O
dates	O
of	O
illness	O
onset	O
ranged	O
from	O
13	O
Jul	O
to	O
7	O
Oct	O
2001	O
;	O
three	O
persons	O
died	O
.	O
During	O
2001	O
,	O
totals	O
of	O
4517	B-VIC
crows	I-VIC
and	I-VIC
1474	I-VIC
other	I-VIC
birds	I-VIC
with	O
WNV	B-DIS
infection	I-DIS
were	O
reported	O
from	O
26	O
states	O
the	O
District	O
of	O
Columbia	O
.	O
During	O
2001	O
,	O
176	O
WNV	B-DIS
infections	I-DIS
in	O
other	I-VIC
animals	I-VIC
-LRB-	O
all	B-VIC
horses	I-VIC
-RRB-	O
were	O
reported	O
from	O
14	O
states	O
-LRB-	O
Alabama	O
,	O
Connecticut	O
,	O
Florida	O
,	O
Georgia	O
,	O
Indiana	O
,	O
Kentucky	O
,	O
Louisiana	O
,	O
Massachusetts	O
,	O
Mississippi	O
,	O
New	O
York	O
,	O
North	O
Carolina	O
,	O
Pennsylvania	O
,	O
Tennessee	O
,	O
Virginia	O
-RRB-	O
.	O
During	O
2001	O
,	O
753	O
WNV-positive	O
mosquito	O
pools	O
were	O
reported	O
from	O
15	O
states	O
-LRB-	O
Connecticut	O
,	O
Florida	O
,	O
Georgia	O
,	O
Illinois	O
,	O
Kentucky	O
,	O
Maryland	O
,	O
Massachusetts	O
,	O
Michigan	O
,	O
New	O
Hampshire	O
,	O
New	O
Jersey	O
,	O
New	O
York	O
,	O
Ohio	O
,	O
Pennsylvania	O
,	O
Rhode	O
Island	O
,	O
Virginia	O
-RRB-	O
the	O
District	O
of	O
Columbia	O
.	O
Additional	O
information	O
about	O
WNV	B-DIS
activity	O
is	O
available	O
<	O
http://www.cdc.gov/ncidod/dvbid/westnile/index.htm	O
>	O
<	O
http://cindi.usgs.gov/hazard/event/west_nile/west_nile.html	O
>	O
.	O
-LSB-	O
On	O
Wed	O
14	O
Nov	O
2001	O
,	O
2	O
additional	O
cases	B-VIC
of	O
human	B-VIC
West	B-DIS
Nile	I-DIS
virus	I-DIS
infection	I-DIS
were	O
reported	O
from	O
Massachusetts	O
-LRB-	O
the	O
first	O
in	O
that	O
state	O
-RRB-	O
bringing	O
the	O
total	O
of	O
human	B-VIC
infections	B-DIS
to	O
at	I-VIC
least	I-VIC
47	I-VIC
for	O
the	O
2001	O
season	O
.	O
One	O
of	O
the	O
two	O
Massachusetts	O
patients	O
died	O
,	O
bringing	O
the	O
total	O
number	O
of	O
deaths	O
to	O
4	O
for	O
the	O
2001	O
season	O
according	O
to	O
the	O
above	O
figures	O
.	O
The	O
above	O
MMWR	O
report	O
still	O
under-records	O
the	O
number	O
of	O
confirmed	O
equine	O
cases	B-VIC
in	O
2001	O
.	O
The	O
most	O
recent	O
USDA-APHIS	O
Report	O
covering	O
the	O
period	O
1	O
Jan	O
to	O
31	O
Oct	O
2001	O
-LRB-	O
see	O
:	O
West	B-DIS
Nile	I-DIS
virus	I-DIS
surveillance	O
-LRB-30-RRB-20011105	O
.2745	O
-RRB-	O
lists	O
344	O
confirmed	O
3	O
probable	O
cases	B-VIC
of	O
clinical	O
West	B-DIS
Nile	I-DIS
virus	I-DIS
-LRB-	O
WNV	B-DIS
-RRB-	O
infection	B-DIS
in	O
horses	B-VIC
from	O
18	O
States	O
.	O
-	O
Mod.CP	O
-RSB-	O
-LSB-	O
Note	O
that	O
posting	O
of	O
this	O
summary	O
was	O
delayed	O
.	O
An	O
additional	O
human	B-VIC
death	O
a	O
horse	O
death	O
have	O
been	O
reported	O
in	O
the	O
interim	O
-LRB-	O
see	O
ProMED-mail	O
references	O
cited	O
above	O
-RRB-	O
.	O
-	O
Mod.ES	O
-RSB-	O
...	O
cp/es	O
--------------------------------------------------	O
.	O
An	O
outbreak	O
of	O
what	O
is	O
suspected	O
to	O
be	O
winter	O
vomiting	O
disease	O
forced	O
closure	O
of	O
Sunnybrook	O
Hospital	O
's	O
emergency	O
department	O
on	O
Monday	O
morning	O
.	O
Over	O
weekend	O
,	O
a	O
number	O
of	O
patients	O
and	O
staff	O
were	O
stricken	O
by	O
bouts	O
of	O
vomiting	O
and	O
diarrhea	O
.	O
By	O
Monday	O
afternoon	O
25	O
Nov	O
2002	O
,	O
28	O
staff	O
members	O
and	O
13	O
patients	O
showed	O
symptoms	O
of	O
the	B-DIS
virus	I-DIS
infection	O
,	O
which	O
is	O
highly	O
contagious	O
and	O
spread	O
through	O
person-to-person	O
contact	O
.	O
``	O
We	O
have	O
n't	O
determined	O
what	O
infection	O
is	O
yet	O
.	O
We	O
suspect	O
it	O
to	O
be	O
a	O
case	O
of	O
something	O
called	O
winter	O
vomiting	O
disease	O
,	O
''	O
hospital	O
spokesman	O
Craig	O
DuHamel	O
said	O
.	O
``	O
Obviously	O
we	O
have	O
to	O
be	O
very	O
vigilant	O
to	O
ensure	O
this	O
is	O
contained	O
in	O
our	O
emergency	O
department	O
.	O
''	O
The	O
emergency	O
department	O
was	O
expected	O
to	O
be	O
closed	O
until	O
afternoon	O
of	O
Wed	O
27	O
Nov	O
2002	O
at	O
least	O
,	O
DuHamel	O
said	O
,	O
adding	O
that	O
cleaning	O
crews	O
were	O
on	O
scene	O
with	O
anti-viral	O
agents	O
-LSB-	O
disinfectants	O
?	O
-RSB-	O
.	O
Patients	O
walking	O
into	O
emergency	O
were	O
told	O
about	O
situation	O
upon	O
arrival	O
and	O
,	O
if	O
their	O
condition	O
was	O
stable	O
,	O
asked	O
to	O
go	O
to	O
another	O
hospital	O
.	O
Those	O
who	O
were	O
unable	O
to	O
go	O
to	O
another	O
facility	O
would	O
be	O
treated	O
,	O
hospital	O
said	O
in	O
a	O
news	O
release	O
.	O
Winter	O
vomiting	O
disease	O
is	O
an	O
infection	O
caused	O
by	O
a	O
virus	B-DIS
commonly	O
transmitted	O
from	O
person	O
to	O
person	O
in	O
cold	O
weather	O
,	O
when	O
people	O
are	O
indoors	O
more	O
often	O
and	O
in	O
closer	O
contact	O
.	O
Symptoms	O
include	O
severe	O
nausea	O
and	O
vomiting	O
that	O
can	O
last	O
between	O
24	O
and	O
48	O
hours	O
.	O
DuHamel	O
said	O
the	B-DIS
virus	I-DIS
is	O
not	O
life-threatening	O
and	O
is	O
similar	O
to	O
the	B-DIS
Norwalk	I-DIS
virus	I-DIS
,	O
which	O
has	O
made	O
headlines	O
recently	O
for	O
sickening	O
hundreds	B-VIC
of	O
passengers	B-VIC
on	O
Florida-based	O
cruise	O
ship	O
Amsterdam	O
.	O
-LSB-	O
As	O
has	O
been	O
repeatedly	O
stated	O
in	O
ProMED-mail	O
,	O
``	O
winter	O
vomiting	O
disease	O
''	O
is	O
a	O
misnomer	O
.	O
Outbreaks	O
in	O
UK	O
and	O
Ireland	O
have	O
occurred	O
throughout	O
year	O
in	O
hospitals	O
,	O
health	O
care	O
facilities	O
,	O
and	O
schools	O
.	O
In	O
North	O
America	O
outbreaks	O
on	O
cruise	O
ships	O
have	O
occurred	O
during	O
voyages	O
to	O
Alaska	O
in	O
summer	O
and	O
to	O
Caribbean	O
destinations	O
in	O
winter	O
.	O
Density	O
and	O
hygiene	O
considerations	O
are	O
probably	O
relevant	O
determining	O
factors	O
.	O
Winter	O
vomiting	O
disease	O
is	O
caused	O
by	O
infection	O
with	O
a	O
Norwalk-like	O
virus	B-DIS
,	O
although	O
this	O
is	O
seldom	O
confirmed	O
microbiologically	O
.	O
Norwalk-like	O
viruses	O
are	O
a	O
heterogenous	O
group	O
of	O
caliciviruses	O
that	O
is	O
now	O
designated	O
as	O
genus	O
_	O
Norovirus	O
_	O
.	O
-	O
Mod.CP	O
-RSB-	O
--	O
ProMED-mail	O
<promed@promedmail.org>	O
-------------------------------------------------	O
.	O
The	O
Minas	O
Gerais	O
State	O
Secretary	O
of	O
Health	O
confirms	O
16	B-VIC
cases	I-VIC
-LRB-	O
8	O
fatal	O
-RRB-	O
due	O
to	O
hantavirus	B-DIS
infection	I-DIS
in	O
the	O
state	O
so	O
far	O
in	O
2003	O
,	O
with	O
