O 3:1 7:1 68:1 87:1 501:1 2603:1 -LSB-
O 11:1 66:1 88:1 104:1 502:1 2601:1 3002:1 These
O 67:1 102:1 668:1 671:1 2602:1 3000:1 postings
O 68:1 103:1 413:1 666:1 669:1 3001:1 have
O 66:1 140:1 411:1 667:1 670:1 3593:1 all
O 67:1 125:1 138:1 236:1 412:1 3591:1 come
O 123:1 125:1 139:1 234:1 485:1 3592:1 in
O 123:1 124:1 235:1 483:1 572:1 20549:1 at
O 68:1 124:1 173:1 484:1 570:1 20547:1 essentially
O 26:1 66:1 171:1 571:1 2498:1 20548:1 the
O 24:1 67:1 172:1 848:1 2496:1 3566:1 time
O 25:1 671:1 846:1 1052:1 2497:1 3564:1 they
O 74:1 669:1 847:1 1050:1 3565:1 20552:1 are
O 44:1 72:1 670:1 1051:1 20550:1 happening
O 42:1 73:1 125:1 206:1 20551:1 ,
O 43:1 68:1 123:1 173:1 204:1 from
O 66:1 124:1 152:1 171:1 205:1 227:1 the
O 26:1 67:1 150:1 172:1 225:1 18749:1 same
O 24:1 62:1 151:1 226:1 18747:1 correspondent
O 4:1 8:1 25:1 60:1 18748:1 .
O 3:1 7:1 11:1 44:1 570:1 8271:1 Consequently
O 42:1 571:1 848:1 3566:1 8272:1 ,
O 43:1 671:1 846:1 1052:1 3564:1 they
O 140:1 669:1 847:1 1050:1 3565:1 16103:1 are
O 125:1 138:1 158:1 670:1 1051:1 16101:1 listed
O 68:1 123:1 139:1 156:1 287:1 16102:1 as
O 26:1 66:1 124:1 157:1 285:1 17549:1 a
O 24:1 67:1 125:1 143:1 286:1 17547:1 collection
O 25:1 26:1 123:1 141:1 2375:1 17548:1 by
O 24:1 124:1 125:1 142:1 236:1 2373:1 source
O 25:1 68:1 123:1 173:1 234:1 2374:1 in
O 66:1 89:1 124:1 171:1 235:1 503:1 the
O 50:1 67:1 87:1 172:1 224:1 501:1 -LSB-
B-VIC 48:1 88:1 95:1 222:1 502:1 641:1 1
O 49:1 62:1 93:1 223:1 639:1 -RSB-
O 4:1 8:1 60:1 94:1 640:1 .
O 3:1 7:1 11:1 24:1 95:1 641:1 8280:1 Mod.TG
O 17:1 25:1 93:1 639:1 8281:1 20555:1 -RSB-
O 11:1 15:1 94:1 125:1 398:1 640:1 20553:1 Sheep
O 16:1 104:1 123:1 396:1 1478:1 20554:1 with
O 102:1 124:1 125:1 161:1 397:1 1476:1 signs
O 17:1 103:1 123:1 159:1 1477:1 20558:1 of
B-DIS 11:1 15:1 124:1 131:1 134:1 160:1 20556:1 Foot
I-DIS 16:1 17:1 129:1 132:1 20557:1 20561:1 and
I-DIS 11:1 15:1 17:1 130:1 133:1 716:1 20559:1 Mouth
I-DIS 11:1 15:1 16:1 89:1 714:1 20560:1 Disease
O 16:1 17:1 87:1 715:1 10205:1 -LRB-
B-DIS 11:1 15:1 88:1 95:1 10203:1 FMD
O 16:1 93:1 668:1 671:1 10204:1 -RRB-
O 94:1 140:1 296:1 666:1 669:1 have
O 138:1 140:1 294:1 667:1 670:1 2216:1 been
O 125:1 138:1 139:1 295:1 485:1 2214:1 found
O 68:1 123:1 139:1 483:1 1022:1 2215:1 at
O 26:1 66:1 124:1 484:1 1020:1 11135:1 an
O 24:1 67:1 125:1 485:1 1021:1 11133:1 abattoir
O 17:1 25:1 123:1 483:1 11134:1 20564:1 at
O 11:1 15:1 124:1 125:1 484:1 770:1 20562:1 Gaerwen
O 16:1 68:1 123:1 173:1 768:1 20563:1 on
O 26:1 66:1 124:1 171:1 769:1 6029:1 the
O 24:1 67:1 125:1 161:1 172:1 6027:1 island
O 17:1 25:1 123:1 159:1 6028:1 20567:1 of
O 11:1 15:1 44:1 124:1 160:1 20565:1 Anglesey
O 16:1 17:1 42:1 20566:1 20570:1 ,
O 11:1 15:1 43:1 62:1 20568:1 Wales
O 4:1 8:1 16:1 60:1 20569:1 .
O 3:1 7:1 11:1 83:1 479:1 1362:1 3147:1 There
O 68:1 81:1 477:1 1363:1 2909:1 3148:1 is
O 26:1 66:1 82:1 478:1 2907:1 14633:1 some
O 24:1 67:1 125:1 473:1 2908:1 14631:1 confusion
O 25:1 123:1 125:1 471:1 3617:1 14632:1 about
O 123:1 124:1 134:1 197:1 472:1 3615:1 whether
O 124:1 132:1 195:1 572:1 1097:1 3616:1 or
O 68:1 133:1 173:1 196:1 570:1 1095:1 not
O 26:1 66:1 171:1 571:1 1096:1 2300:1 the
O 24:1 67:1 83:1 172:1 479:1 2298:1 diagnosis
O 25:1 81:1 140:1 477:1 578:1 2299:1 is
